sample,broadband albedo,wavelength,albedo,Fraction of incident irradiance within band,cell concentration,class
BB_070221_2,0.534716,3.505,0.005863,0.00011,447823.226,snicar
BB_070221_2,0.534716,3.515,0.005856,0.000104,447823.226,snicar
BB_070221_2,0.534716,3.525,0.005866,0.0001,447823.226,snicar
BB_070221_2,0.534716,3.535,0.0059,0.000095,447823.226,snicar
BB_070221_2,0.534716,3.545,0.005946,0.000091,447823.226,snicar
BB_070221_2,0.534716,3.555,0.006006,0.000088,447823.226,snicar
BB_070221_2,0.534716,3.565,0.006067,0.00009,447823.226,snicar
BB_070221_2,0.534716,3.575,0.006133,0.000092,447823.226,snicar
BB_070221_2,0.534716,3.585,0.006224,0.000089,447823.226,snicar
BB_070221_2,0.534716,3.595,0.006345,0.000088,447823.226,snicar
BB_070221_2,0.534716,3.605,0.006488,0.000092,447823.226,snicar
BB_070221_2,0.534716,3.615,0.00667,0.000091,447823.226,snicar
BB_070221_2,0.534716,3.625,0.006886,0.000088,447823.226,snicar
BB_070221_2,0.534716,3.635,0.006955,0.000093,447823.226,snicar
BB_070221_2,0.534716,3.645,0.007033,0.000103,447823.226,snicar
BB_070221_2,0.534716,3.655,0.007115,0.000092,447823.226,snicar
BB_070221_2,0.534716,3.665,0.007205,0.000069,447823.226,snicar
BB_070221_2,0.534716,3.675,0.007305,0.000064,447823.226,snicar
BB_070221_2,0.534716,3.685,0.007417,0.000072,447823.226,snicar
BB_070221_2,0.534716,3.695,0.007542,0.00009,447823.226,snicar
BB_070221_2,0.534716,3.705,0.007669,0.000087,447823.226,snicar
BB_070221_2,0.534716,3.715,0.007806,0.000085,447823.226,snicar
BB_070221_2,0.534716,3.725,0.007957,0.000084,447823.226,snicar
BB_070221_2,0.534716,3.735,0.008047,0.000079,447823.226,snicar
BB_070221_2,0.534716,3.745,0.007971,0.000079,447823.226,snicar
BB_070221_2,0.534716,3.755,0.007895,0.000079,447823.226,snicar
BB_070221_2,0.534716,3.765,0.007819,0.000077,447823.226,snicar
BB_070221_2,0.534716,3.775,0.007743,0.000077,447823.226,snicar
BB_070221_2,0.534716,3.785,0.007557,0.000077,447823.226,snicar
BB_070221_2,0.534716,3.795,0.007381,0.000076,447823.226,snicar
BB_070221_2,0.534716,3.805,0.007216,0.000073,447823.226,snicar
BB_070221_2,0.534716,3.815,0.007058,0.000075,447823.226,snicar
BB_070221_2,0.534716,3.825,0.006908,0.000083,447823.226,snicar
BB_070221_2,0.534716,3.835,0.006767,0.000075,447823.226,snicar
BB_070221_2,0.534716,3.845,0.006635,0.000076,447823.226,snicar
BB_070221_2,0.534716,3.855,0.006479,0.000079,447823.226,snicar
BB_070221_2,0.534716,3.865,0.006327,0.00008,447823.226,snicar
BB_070221_2,0.534716,3.875,0.006188,0.00008,447823.226,snicar
BB_070221_2,0.534716,3.885,0.006058,0.000079,447823.226,snicar
BB_070221_2,0.534716,3.895,0.005936,0.000079,447823.226,snicar
BB_070221_2,0.534716,3.905,0.005821,0.00008,447823.226,snicar
BB_070221_2,0.534716,3.915,0.005713,0.000081,447823.226,snicar
BB_070221_2,0.534716,3.925,0.005612,0.000079,447823.226,snicar
BB_070221_2,0.534716,3.935,0.005516,0.000078,447823.226,snicar
BB_070221_2,0.534716,3.945,0.005426,0.000078,447823.226,snicar
BB_070221_2,0.534716,3.955,0.00534,0.000078,447823.226,snicar
BB_070221_2,0.534716,3.965,0.005256,0.000077,447823.226,snicar
BB_070221_2,0.534716,3.975,0.005171,0.000076,447823.226,snicar
BB_070221_2,0.534716,3.985,0.005089,0.000075,447823.226,snicar
BB_070221_2,0.534716,3.995,0.005012,0.000075,447823.226,snicar
BB_070221_2,0.534716,4.005,0.004992,0.000074,447823.226,snicar
BB_070221_2,0.534716,4.015,0.004973,0.000074,447823.226,snicar
BB_070221_2,0.534716,4.025,0.004954,0.000073,447823.226,snicar
BB_070221_2,0.534716,4.035,0.004935,0.000072,447823.226,snicar
BB_070221_2,0.534716,4.045,0.004917,0.000072,447823.226,snicar
BB_070221_2,0.534716,4.055,0.0049,0.000071,447823.226,snicar
BB_070221_2,0.534716,4.065,0.004884,0.00007,447823.226,snicar
BB_070221_2,0.534716,4.075,0.004868,0.00007,447823.226,snicar
BB_070221_2,0.534716,4.085,0.004852,0.000069,447823.226,snicar
BB_070221_2,0.534716,4.095,0.004837,0.000068,447823.226,snicar
BB_070221_2,0.534716,4.105,0.004821,0.000068,447823.226,snicar
BB_070221_2,0.534716,4.115,0.004804,0.000067,447823.226,snicar
BB_070221_2,0.534716,4.125,0.004787,0.000066,447823.226,snicar
BB_070221_2,0.534716,4.135,0.004771,0.000066,447823.226,snicar
BB_070221_2,0.534716,4.145,0.004755,0.000065,447823.226,snicar
BB_070221_2,0.534716,4.155,0.004739,0.000065,447823.226,snicar
BB_070221_2,0.534716,4.165,0.004723,0.000061,447823.226,snicar
BB_070221_2,0.534716,4.175,0.004707,0.000055,447823.226,snicar
BB_070221_2,0.534716,4.185,0.004691,0.000023,447823.226,snicar
BB_070221_2,0.534716,4.195,0.004676,0,447823.226,snicar
BB_070221_2,0.534716,4.205,0.00466,0,447823.226,snicar
BB_070221_2,0.534716,4.215,0.004645,0,447823.226,snicar
BB_070221_2,0.534716,4.225,0.00463,0,447823.226,snicar
BB_070221_2,0.534716,4.235,0.004615,0,447823.226,snicar
BB_070221_2,0.534716,4.245,0.0046,0,447823.226,snicar
BB_070221_2,0.534716,4.255,0.004584,0,447823.226,snicar
BB_070221_2,0.534716,4.265,0.004568,0,447823.226,snicar
BB_070221_2,0.534716,4.275,0.004552,0,447823.226,snicar
BB_070221_2,0.534716,4.285,0.004537,0,447823.226,snicar
BB_070221_2,0.534716,4.295,0.004522,0,447823.226,snicar
BB_070221_2,0.534716,4.305,0.004508,0,447823.226,snicar
BB_070221_2,0.534716,4.315,0.004494,0,447823.226,snicar
BB_070221_2,0.534716,4.325,0.00448,0,447823.226,snicar
BB_070221_2,0.534716,4.335,0.004466,0,447823.226,snicar
BB_070221_2,0.534716,4.345,0.004453,0,447823.226,snicar
BB_070221_2,0.534716,4.355,0.004439,0,447823.226,snicar
BB_070221_2,0.534716,4.365,0.004425,0,447823.226,snicar
BB_070221_2,0.534716,4.375,0.004412,0,447823.226,snicar
BB_070221_2,0.534716,4.385,0.004398,0,447823.226,snicar
BB_070221_2,0.534716,4.395,0.004386,0,447823.226,snicar
BB_070221_2,0.534716,4.405,0.004373,0,447823.226,snicar
BB_070221_2,0.534716,4.415,0.00436,0,447823.226,snicar
BB_070221_2,0.534716,4.425,0.004347,0,447823.226,snicar
BB_070221_2,0.534716,4.435,0.004335,0,447823.226,snicar
BB_070221_2,0.534716,4.445,0.004323,0.000001,447823.226,snicar
BB_070221_2,0.534716,4.455,0.004313,0.000002,447823.226,snicar
BB_070221_2,0.534716,4.465,0.004303,0.000005,447823.226,snicar
BB_070221_2,0.534716,4.475,0.004294,0.000008,447823.226,snicar
BB_070221_2,0.534716,4.485,0.004285,0.000017,447823.226,snicar
BB_070221_2,0.534716,4.495,0.004276,0.000024,447823.226,snicar
BB_070221_2,0.534716,4.505,0.004266,0.000028,447823.226,snicar
BB_070221_2,0.534716,4.515,0.004255,0.000031,447823.226,snicar
BB_070221_2,0.534716,4.525,0.004245,0.000032,447823.226,snicar
BB_070221_2,0.534716,4.535,0.004235,0.000032,447823.226,snicar
BB_070221_2,0.534716,4.545,0.004225,0.000035,447823.226,snicar
BB_070221_2,0.534716,4.555,0.004216,0.000039,447823.226,snicar
BB_070221_2,0.534716,4.565,0.004208,0.000036,447823.226,snicar
BB_070221_2,0.534716,4.575,0.0042,0.000031,447823.226,snicar
BB_070221_2,0.534716,4.585,0.004192,0.000032,447823.226,snicar
BB_070221_2,0.534716,4.595,0.004184,0.000036,447823.226,snicar
BB_070221_2,0.534716,4.605,0.004176,0.000035,447823.226,snicar
BB_070221_2,0.534716,4.615,0.00417,0.000028,447823.226,snicar
BB_070221_2,0.534716,4.625,0.004164,0.000028,447823.226,snicar
BB_070221_2,0.534716,4.635,0.004158,0.00003,447823.226,snicar
BB_070221_2,0.534716,4.645,0.004153,0.00003,447823.226,snicar
BB_070221_2,0.534716,4.655,0.004154,0.000026,447823.226,snicar
BB_070221_2,0.534716,4.665,0.004155,0.000026,447823.226,snicar
BB_070221_2,0.534716,4.675,0.004156,0.00002,447823.226,snicar
BB_070221_2,0.534716,4.685,0.004158,0.000017,447823.226,snicar
BB_070221_2,0.534716,4.695,0.004161,0.000021,447823.226,snicar
BB_070221_2,0.534716,4.705,0.004165,0.000024,447823.226,snicar
BB_070221_2,0.534716,4.715,0.004172,0.000022,447823.226,snicar
BB_070221_2,0.534716,4.725,0.004177,0.000017,447823.226,snicar
BB_070221_2,0.534716,4.735,0.004182,0.000018,447823.226,snicar
BB_070221_2,0.534716,4.745,0.004187,0.000024,447823.226,snicar
BB_070221_2,0.534716,4.755,0.004193,0.000024,447823.226,snicar
BB_070221_2,0.534716,4.765,0.004203,0.000013,447823.226,snicar
BB_070221_2,0.534716,4.775,0.004213,0.00001,447823.226,snicar
BB_070221_2,0.534716,4.785,0.004223,0.000014,447823.226,snicar
BB_070221_2,0.534716,4.795,0.004233,0.000017,447823.226,snicar
BB_070221_2,0.534716,4.805,0.004244,0.000015,447823.226,snicar
BB_070221_2,0.534716,4.815,0.004254,0.000008,447823.226,snicar
BB_070221_2,0.534716,4.825,0.004265,0.000008,447823.226,snicar
BB_070221_2,0.534716,4.835,0.004276,0.000004,447823.226,snicar
BB_070221_2,0.534716,4.845,0.004288,0.000004,447823.226,snicar
BB_070221_2,0.534716,4.855,0.004301,0.000013,447823.226,snicar
BB_070221_2,0.534716,4.865,0.004317,0.000019,447823.226,snicar
BB_070221_2,0.534716,4.875,0.004334,0.000017,447823.226,snicar
BB_070221_2,0.534716,4.885,0.004351,0.000006,447823.226,snicar
BB_070221_2,0.534716,4.895,0.004369,0.000006,447823.226,snicar
BB_070221_2,0.534716,4.905,0.004386,0.000016,447823.226,snicar
BB_070221_2,0.534716,4.915,0.004397,0.000019,447823.226,snicar
BB_070221_2,0.534716,4.925,0.004408,0.000016,447823.226,snicar
BB_070221_2,0.534716,4.935,0.00442,0.000012,447823.226,snicar
BB_070221_2,0.534716,4.945,0.004432,0.000012,447823.226,snicar
BB_070221_2,0.534716,4.955,0.004444,0.000003,447823.226,snicar
BB_070221_2,0.534716,4.965,0.004459,0.000002,447823.226,snicar
BB_070221_2,0.534716,4.975,0.004475,0.000007,447823.226,snicar
BB_070221_2,0.534716,4.985,0.004491,0.000013,447823.226,snicar
BB_070221_2,0.534716,4.995,0.004507,0.000013,447823.226,snicar
BB_070221_3,0.637565,0.205,0.676558,0,147824.9992,snicar
BB_070221_3,0.637565,0.215,0.671873,0,147824.9992,snicar
BB_070221_3,0.637565,0.225,0.667497,0,147824.9992,snicar
BB_070221_3,0.637565,0.235,0.663393,0,147824.9992,snicar
BB_070221_3,0.637565,0.245,0.659555,0,147824.9992,snicar
BB_070221_3,0.637565,0.255,0.655969,0,147824.9992,snicar
BB_070221_3,0.637565,0.265,0.652625,0,147824.9992,snicar
BB_070221_3,0.637565,0.275,0.649455,0,147824.9992,snicar
BB_070221_3,0.637565,0.285,0.646502,0,147824.9992,snicar
BB_070221_3,0.637565,0.295,0.643719,0.000009,147824.9992,snicar
BB_070221_3,0.637565,0.305,0.6411,0.000647,147824.9992,snicar
BB_070221_3,0.637565,0.315,0.638631,0.003401,147824.9992,snicar
BB_070221_3,0.637565,0.325,0.636301,0.00712,147824.9992,snicar
BB_070221_3,0.637565,0.335,0.63411,0.009174,147824.9992,snicar
BB_070221_3,0.637565,0.345,0.632032,0.008682,147824.9992,snicar
BB_070221_3,0.637565,0.355,0.624403,0.009881,147824.9992,snicar
BB_070221_3,0.637565,0.365,0.613827,0.010415,147824.9992,snicar
BB_070221_3,0.637565,0.375,0.607658,0.0102,147824.9992,snicar
BB_070221_3,0.637565,0.385,0.604325,0.010143,147824.9992,snicar
BB_070221_3,0.637565,0.395,0.602053,0.012588,147824.9992,snicar
BB_070221_3,0.637565,0.405,0.600209,0.015893,147824.9992,snicar
BB_070221_3,0.637565,0.415,0.599021,0.016084,147824.9992,snicar
BB_070221_3,0.637565,0.425,0.598578,0.015245,147824.9992,snicar
BB_070221_3,0.637565,0.435,0.598368,0.01506,147824.9992,snicar
BB_070221_3,0.637565,0.445,0.598204,0.017869,147824.9992,snicar
BB_070221_3,0.637565,0.455,0.598179,0.019012,147824.9992,snicar
BB_070221_3,0.637565,0.465,0.598003,0.018616,147824.9992,snicar
BB_070221_3,0.637565,0.475,0.597815,0.018876,147824.9992,snicar
BB_070221_3,0.637565,0.485,0.597704,0.018035,147824.9992,snicar
BB_070221_3,0.637565,0.495,0.59758,0.017927,147824.9992,snicar
BB_070221_3,0.637565,0.505,0.597309,0.017297,147824.9992,snicar
BB_070221_3,0.637565,0.515,0.597406,0.016511,147824.9992,snicar
BB_070221_3,0.637565,0.525,0.59805,0.01657,147824.9992,snicar
BB_070221_3,0.637565,0.535,0.601064,0.016411,147824.9992,snicar
BB_070221_3,0.637565,0.545,0.61071,0.016239,147824.9992,snicar
BB_070221_3,0.637565,0.555,0.631165,0.016035,147824.9992,snicar
BB_070221_3,0.637565,0.565,0.661486,0.01527,147824.9992,snicar
BB_070221_3,0.637565,0.575,0.68797,0.015188,147824.9992,snicar
BB_070221_3,0.637565,0.585,0.695646,0.014878,147824.9992,snicar
BB_070221_3,0.637565,0.595,0.700729,0.014105,147824.9992,snicar
BB_070221_3,0.637565,0.605,0.706894,0.01458,147824.9992,snicar
BB_070221_3,0.637565,0.615,0.699961,0.014156,147824.9992,snicar
BB_070221_3,0.637565,0.625,0.680324,0.014035,147824.9992,snicar
BB_070221_3,0.637565,0.635,0.679191,0.013934,147824.9992,snicar
BB_070221_3,0.637565,0.645,0.667374,0.013401,147824.9992,snicar
BB_070221_3,0.637565,0.655,0.655966,0.012757,147824.9992,snicar
BB_070221_3,0.637565,0.665,0.615547,0.013333,147824.9992,snicar
BB_070221_3,0.637565,0.675,0.60315,0.013084,147824.9992,snicar
BB_070221_3,0.637565,0.685,0.624669,0.012032,147824.9992,snicar
BB_070221_3,0.637565,0.695,0.768178,0.01162,147824.9992,snicar
BB_070221_3,0.637565,0.705,0.862843,0.011774,147824.9992,snicar
BB_070221_3,0.637565,0.715,0.890979,0.010541,147824.9992,snicar
BB_070221_3,0.637565,0.725,0.912614,0.009135,147824.9992,snicar
BB_070221_3,0.637565,0.735,0.931636,0.010325,147824.9992,snicar
BB_070221_3,0.637565,0.745,0.941681,0.011193,147824.9992,snicar
BB_070221_3,0.637565,0.755,0.936715,0.01078,147824.9992,snicar
BB_070221_3,0.637565,0.765,0.931135,0.007335,147824.9992,snicar
BB_070221_3,0.637565,0.775,0.924991,0.010517,147824.9992,snicar
BB_070221_3,0.637565,0.785,0.919682,0.010064,147824.9992,snicar
BB_070221_3,0.637565,0.795,0.915103,0.009627,147824.9992,snicar
BB_070221_3,0.637565,0.805,0.912135,0.009443,147824.9992,snicar
BB_070221_3,0.637565,0.815,0.911462,0.007849,147824.9992,snicar
BB_070221_3,0.637565,0.825,0.910833,0.007817,147824.9992,snicar
BB_070221_3,0.637565,0.835,0.910181,0.008296,147824.9992,snicar
BB_070221_3,0.637565,0.845,0.905937,0.0087,147824.9992,snicar
BB_070221_3,0.637565,0.855,0.897715,0.008318,147824.9992,snicar
BB_070221_3,0.637565,0.865,0.889086,0.008484,147824.9992,snicar
BB_070221_3,0.637565,0.875,0.877732,0.008438,147824.9992,snicar
BB_070221_3,0.637565,0.885,0.867044,0.008212,147824.9992,snicar
BB_070221_3,0.637565,0.895,0.86043,0.006831,147824.9992,snicar
BB_070221_3,0.637565,0.905,0.857014,0.005883,147824.9992,snicar
BB_070221_3,0.637565,0.915,0.854238,0.005364,147824.9992,snicar
BB_070221_3,0.637565,0.925,0.849333,0.005787,147824.9992,snicar
BB_070221_3,0.637565,0.935,0.845286,0.002001,147824.9992,snicar
BB_070221_3,0.637565,0.945,0.840061,0.002568,147824.9992,snicar
BB_070221_3,0.637565,0.955,0.828495,0.002586,147824.9992,snicar
BB_070221_3,0.637565,0.965,0.812191,0.004163,147824.9992,snicar
BB_070221_3,0.637565,0.975,0.796015,0.005189,147824.9992,snicar
BB_070221_3,0.637565,0.985,0.780189,0.006031,147824.9992,snicar
BB_070221_3,0.637565,0.995,0.763027,0.006458,147824.9992,snicar
BB_070221_3,0.637565,1.005,0.742631,0.006286,147824.9992,snicar
BB_070221_3,0.637565,1.015,0.725505,0.006194,147824.9992,snicar
BB_070221_3,0.637565,1.025,0.718321,0.006061,147824.9992,snicar
BB_070221_3,0.637565,1.035,0.717172,0.005941,147824.9992,snicar
BB_070221_3,0.637565,1.045,0.722696,0.00581,147824.9992,snicar
BB_070221_3,0.637565,1.055,0.733549,0.005676,147824.9992,snicar
BB_070221_3,0.637565,1.065,0.743865,0.005523,147824.9992,snicar
BB_070221_3,0.637565,1.075,0.751401,0.005346,147824.9992,snicar
BB_070221_3,0.637565,1.085,0.754707,0.005032,147824.9992,snicar
BB_070221_3,0.637565,1.095,0.757058,0.004578,147824.9992,snicar
BB_070221_3,0.637565,1.105,0.757028,0.003696,147824.9992,snicar
BB_070221_3,0.637565,1.115,0.754283,0.001775,147824.9992,snicar
BB_070221_3,0.637565,1.125,0.747467,0.000814,147824.9992,snicar
BB_070221_3,0.637565,1.135,0.736498,0.001362,147824.9992,snicar
BB_070221_3,0.637565,1.145,0.730795,0.00159,147824.9992,snicar
BB_070221_3,0.637565,1.155,0.713124,0.001693,147824.9992,snicar
BB_070221_3,0.637565,1.165,0.683385,0.002935,147824.9992,snicar
BB_070221_3,0.637565,1.175,0.654876,0.003511,147824.9992,snicar
BB_070221_3,0.637565,1.185,0.628238,0.003394,147824.9992,snicar
BB_070221_3,0.637565,1.195,0.605071,0.003726,147824.9992,snicar
BB_070221_3,0.637565,1.205,0.574547,0.003583,147824.9992,snicar
BB_070221_3,0.637565,1.215,0.543544,0.003736,147824.9992,snicar
BB_070221_3,0.637565,1.225,0.523353,0.003883,147824.9992,snicar
BB_070221_3,0.637565,1.235,0.510489,0.004024,147824.9992,snicar
BB_070221_3,0.637565,1.245,0.50068,0.004011,147824.9992,snicar
BB_070221_3,0.637565,1.255,0.496248,0.0039,147824.9992,snicar
BB_070221_3,0.637565,1.265,0.493521,0.003475,147824.9992,snicar
BB_070221_3,0.637565,1.275,0.49473,0.003633,147824.9992,snicar
BB_070221_3,0.637565,1.285,0.497864,0.003587,147824.9992,snicar
BB_070221_3,0.637565,1.295,0.499696,0.003366,147824.9992,snicar
BB_070221_3,0.637565,1.305,0.501562,0.002852,147824.9992,snicar
BB_070221_3,0.637565,1.315,0.50304,0.002575,147824.9992,snicar
BB_070221_3,0.637565,1.325,0.50337,0.002095,147824.9992,snicar
BB_070221_3,0.637565,1.335,0.503865,0.001327,147824.9992,snicar
BB_070221_3,0.637565,1.345,0.500304,0.000642,147824.9992,snicar
BB_070221_3,0.637565,1.355,0.496989,0.000018,147824.9992,snicar
BB_070221_3,0.637565,1.365,0.492907,0.000002,147824.9992,snicar
BB_070221_3,0.637565,1.375,0.484921,0.000017,147824.9992,snicar
BB_070221_3,0.637565,1.385,0.472191,0.000014,147824.9992,snicar
BB_070221_3,0.637565,1.395,0.453391,0.000058,147824.9992,snicar
BB_070221_3,0.637565,1.405,0.389122,0.000013,147824.9992,snicar
BB_070221_3,0.637565,1.415,0.296045,0.000051,147824.9992,snicar
BB_070221_3,0.637565,1.425,0.210698,0.000149,147824.9992,snicar
BB_070221_3,0.637565,1.435,0.15038,0.000186,147824.9992,snicar
BB_070221_3,0.637565,1.445,0.111359,0.000412,147824.9992,snicar
BB_070221_3,0.637565,1.455,0.08013,0.000794,147824.9992,snicar
BB_070221_3,0.637565,1.465,0.057852,0.000623,147824.9992,snicar
BB_070221_3,0.637565,1.475,0.04329,0.000665,147824.9992,snicar
BB_070221_3,0.637565,1.485,0.035328,0.000798,147824.9992,snicar
BB_070221_3,0.637565,1.495,0.032571,0.001506,147824.9992,snicar
BB_070221_3,0.637565,1.505,0.034287,0.001824,147824.9992,snicar
BB_070221_3,0.637565,1.515,0.036515,0.002071,147824.9992,snicar
BB_070221_3,0.637565,1.525,0.038866,0.002273,147824.9992,snicar
BB_070221_3,0.637565,1.535,0.042196,0.002335,147824.9992,snicar
BB_070221_3,0.637565,1.545,0.046207,0.002343,147824.9992,snicar
BB_070221_3,0.637565,1.555,0.050771,0.002324,147824.9992,snicar
BB_070221_3,0.637565,1.565,0.056047,0.002279,147824.9992,snicar
BB_070221_3,0.637565,1.575,0.062392,0.002103,147824.9992,snicar
BB_070221_3,0.637565,1.585,0.069838,0.002175,147824.9992,snicar
BB_070221_3,0.637565,1.595,0.075496,0.002157,147824.9992,snicar
BB_070221_3,0.637565,1.605,0.080909,0.002012,147824.9992,snicar
BB_070221_3,0.637565,1.615,0.086312,0.00204,147824.9992,snicar
BB_070221_3,0.637565,1.625,0.089627,0.002077,147824.9992,snicar
BB_070221_3,0.637565,1.635,0.093072,0.002021,147824.9992,snicar
BB_070221_3,0.637565,1.645,0.096708,0.001948,147824.9992,snicar
BB_070221_3,0.637565,1.655,0.101023,0.001932,147824.9992,snicar
BB_070221_3,0.637565,1.665,0.106144,0.001898,147824.9992,snicar
BB_070221_3,0.637565,1.675,0.111667,0.001853,147824.9992,snicar
BB_070221_3,0.637565,1.685,0.117083,0.001804,147824.9992,snicar
BB_070221_3,0.637565,1.695,0.122337,0.001747,147824.9992,snicar
BB_070221_3,0.637565,1.705,0.127574,0.001673,147824.9992,snicar
BB_070221_3,0.637565,1.715,0.132844,0.001656,147824.9992,snicar
BB_070221_3,0.637565,1.725,0.138381,0.001521,147824.9992,snicar
BB_070221_3,0.637565,1.735,0.143093,0.001411,147824.9992,snicar
BB_070221_3,0.637565,1.745,0.146747,0.001332,147824.9992,snicar
BB_070221_3,0.637565,1.755,0.150579,0.001316,147824.9992,snicar
BB_070221_3,0.637565,1.765,0.153844,0.001078,147824.9992,snicar
BB_070221_3,0.637565,1.775,0.156632,0.000919,147824.9992,snicar
BB_070221_3,0.637565,1.785,0.159483,0.000635,147824.9992,snicar
BB_070221_3,0.637565,1.795,0.1623,0.000432,147824.9992,snicar
BB_070221_3,0.637565,1.805,0.165657,0.000126,147824.9992,snicar
BB_070221_3,0.637565,1.815,0.169449,0.00005,147824.9992,snicar
BB_070221_3,0.637565,1.825,0.173493,0.000013,147824.9992,snicar
BB_070221_3,0.637565,1.835,0.175341,0.000015,147824.9992,snicar
BB_070221_3,0.637565,1.845,0.173686,0.000001,147824.9992,snicar
BB_070221_3,0.637565,1.855,0.168782,0.000003,147824.9992,snicar
BB_070221_3,0.637565,1.865,0.155117,0.000001,147824.9992,snicar
BB_070221_3,0.637565,1.875,0.131439,0.000002,147824.9992,snicar
BB_070221_3,0.637565,1.885,0.107585,0.000018,147824.9992,snicar
BB_070221_3,0.637565,1.895,0.082355,0.000103,147824.9992,snicar
BB_070221_3,0.637565,1.905,0.060808,0.000005,147824.9992,snicar
BB_070221_3,0.637565,1.915,0.040706,0.000012,147824.9992,snicar
BB_070221_3,0.637565,1.925,0.028816,0.000006,147824.9992,snicar
BB_070221_3,0.637565,1.935,0.020167,0.000038,147824.9992,snicar
BB_070221_3,0.637565,1.945,0.014979,0.000076,147824.9992,snicar
BB_070221_3,0.637565,1.955,0.01182,0.000129,147824.9992,snicar
BB_070221_3,0.637565,1.965,0.0099,0.000225,147824.9992,snicar
BB_070221_3,0.637565,1.975,0.008908,0.000462,147824.9992,snicar
BB_070221_3,0.637565,1.985,0.008436,0.000603,147824.9992,snicar
BB_070221_3,0.637565,1.995,0.008394,0.000566,147824.9992,snicar
BB_070221_3,0.637565,2.005,0.008611,0.000254,147824.9992,snicar
BB_070221_3,0.637565,2.015,0.009105,0.000292,147824.9992,snicar
BB_070221_3,0.637565,2.025,0.009711,0.00057,147824.9992,snicar
BB_070221_3,0.637565,2.035,0.010446,0.000768,147824.9992,snicar
BB_070221_3,0.637565,2.045,0.011467,0.000749,147824.9992,snicar
BB_070221_3,0.637565,2.055,0.012994,0.000538,147824.9992,snicar
BB_070221_3,0.637565,2.065,0.014918,0.000556,147824.9992,snicar
BB_070221_3,0.637565,2.075,0.017632,0.000657,147824.9992,snicar
BB_070221_3,0.637565,2.085,0.021042,0.000755,147824.9992,snicar
BB_070221_3,0.637565,2.095,0.025515,0.000756,147824.9992,snicar
BB_070221_3,0.637565,2.105,0.03142,0.000782,147824.9992,snicar
BB_070221_3,0.637565,2.115,0.037473,0.000762,147824.9992,snicar
BB_070221_3,0.637565,2.125,0.045442,0.000768,147824.9992,snicar
BB_070221_3,0.637565,2.135,0.054227,0.000774,147824.9992,snicar
BB_070221_3,0.637565,2.145,0.063309,0.000772,147824.9992,snicar
BB_070221_3,0.637565,2.155,0.072761,0.000713,147824.9992,snicar
BB_070221_3,0.637565,2.165,0.081917,0.000681,147824.9992,snicar
BB_070221_3,0.637565,2.175,0.091134,0.000698,147824.9992,snicar
BB_070221_3,0.637565,2.185,0.099893,0.000659,147824.9992,snicar
BB_070221_3,0.637565,2.195,0.108069,0.000671,147824.9992,snicar
BB_070221_3,0.637565,2.205,0.115202,0.000656,147824.9992,snicar
BB_070221_3,0.637565,2.215,0.123116,0.000669,147824.9992,snicar
BB_070221_3,0.637565,2.225,0.130235,0.000671,147824.9992,snicar
BB_070221_3,0.637565,2.235,0.136199,0.000668,147824.9992,snicar
BB_070221_3,0.637565,2.245,0.140405,0.000657,147824.9992,snicar
BB_070221_3,0.637565,2.255,0.139503,0.000646,147824.9992,snicar
BB_070221_3,0.637565,2.265,0.136636,0.000636,147824.9992,snicar
BB_070221_3,0.637565,2.275,0.130345,0.000627,147824.9992,snicar
BB_070221_3,0.637565,2.285,0.122634,0.000617,147824.9992,snicar
BB_070221_3,0.637565,2.295,0.11358,0.000605,147824.9992,snicar
BB_070221_3,0.637565,2.305,0.10388,0.000588,147824.9992,snicar
BB_070221_3,0.637565,2.315,0.094863,0.000561,147824.9992,snicar
BB_070221_3,0.637565,2.325,0.086533,0.000503,147824.9992,snicar
BB_070221_3,0.637565,2.335,0.079441,0.000507,147824.9992,snicar
BB_070221_3,0.637565,2.345,0.073343,0.00044,147824.9992,snicar
BB_070221_3,0.637565,2.355,0.06862,0.000434,147824.9992,snicar
BB_070221_3,0.637565,2.365,0.064947,0.000422,147824.9992,snicar
BB_070221_3,0.637565,2.375,0.062234,0.000335,147824.9992,snicar
BB_070221_3,0.637565,2.385,0.060299,0.000286,147824.9992,snicar
BB_070221_3,0.637565,2.395,0.058703,0.000345,147824.9992,snicar
BB_070221_3,0.637565,2.405,0.057408,0.000308,147824.9992,snicar
BB_070221_3,0.637565,2.415,0.056326,0.000194,147824.9992,snicar
BB_070221_3,0.637565,2.425,0.05543,0.000288,147824.9992,snicar
BB_070221_3,0.637565,2.435,0.054401,0.00022,147824.9992,snicar
BB_070221_3,0.637565,2.445,0.053255,0.000233,147824.9992,snicar
BB_070221_3,0.637565,2.455,0.052191,0.00014,147824.9992,snicar
BB_070221_3,0.637565,2.465,0.051244,0.000207,147824.9992,snicar
BB_070221_3,0.637565,2.475,0.050398,0.000099,147824.9992,snicar
BB_070221_3,0.637565,2.485,0.049603,0.000072,147824.9992,snicar
BB_070221_3,0.637565,2.495,0.048847,0.000039,147824.9992,snicar
BB_070221_3,0.637565,2.505,0.0485,0.000028,147824.9992,snicar
BB_070221_3,0.637565,2.515,0.048561,0.000012,147824.9992,snicar
BB_070221_3,0.637565,2.525,0.048969,0.000005,147824.9992,snicar
BB_070221_3,0.637565,2.535,0.049693,0,147824.9992,snicar
