sample,broadband albedo,wavelength,albedo,Fraction of incident irradiance within band,cell concentration,class
BB_070221_8,0.574389,4.795,0.004002,0.000017,329752.1184,snicar
BB_070221_8,0.574389,4.805,0.004011,0.000015,329752.1184,snicar
BB_070221_8,0.574389,4.815,0.004019,0.000008,329752.1184,snicar
BB_070221_8,0.574389,4.825,0.004028,0.000008,329752.1184,snicar
BB_070221_8,0.574389,4.835,0.004037,0.000004,329752.1184,snicar
BB_070221_8,0.574389,4.845,0.004047,0.000004,329752.1184,snicar
BB_070221_8,0.574389,4.855,0.004058,0.000013,329752.1184,snicar
BB_070221_8,0.574389,4.865,0.004071,0.000019,329752.1184,snicar
BB_070221_8,0.574389,4.875,0.004084,0.000017,329752.1184,snicar
BB_070221_8,0.574389,4.885,0.004098,0.000006,329752.1184,snicar
BB_070221_8,0.574389,4.895,0.004113,0.000006,329752.1184,snicar
BB_070221_8,0.574389,4.905,0.004127,0.000016,329752.1184,snicar
BB_070221_8,0.574389,4.915,0.004136,0.000019,329752.1184,snicar
BB_070221_8,0.574389,4.925,0.004145,0.000016,329752.1184,snicar
BB_070221_8,0.574389,4.935,0.004154,0.000012,329752.1184,snicar
BB_070221_8,0.574389,4.945,0.004164,0.000012,329752.1184,snicar
BB_070221_8,0.574389,4.955,0.004174,0.000003,329752.1184,snicar
BB_070221_8,0.574389,4.965,0.004186,0.000002,329752.1184,snicar
BB_070221_8,0.574389,4.975,0.004198,0.000007,329752.1184,snicar
BB_070221_8,0.574389,4.985,0.004211,0.000013,329752.1184,snicar
BB_070221_8,0.574389,4.995,0.004224,0.000013,329752.1184,snicar
BB_070221_9,0.735733,0.205,0.788419,0,47252.29842,snicar
BB_070221_9,0.735733,0.215,0.785494,0,47252.29842,snicar
BB_070221_9,0.735733,0.225,0.782781,0,47252.29842,snicar
BB_070221_9,0.735733,0.235,0.780257,0,47252.29842,snicar
BB_070221_9,0.735733,0.245,0.777905,0,47252.29842,snicar
BB_070221_9,0.735733,0.255,0.775724,0,47252.29842,snicar
BB_070221_9,0.735733,0.265,0.773709,0,47252.29842,snicar
BB_070221_9,0.735733,0.275,0.771796,0,47252.29842,snicar
BB_070221_9,0.735733,0.285,0.770052,0,47252.29842,snicar
BB_070221_9,0.735733,0.295,0.768405,0.000009,47252.29842,snicar
BB_070221_9,0.735733,0.305,0.766869,0.000647,47252.29842,snicar
BB_070221_9,0.735733,0.315,0.76543,0.003401,47252.29842,snicar
BB_070221_9,0.735733,0.325,0.764088,0.00712,47252.29842,snicar
BB_070221_9,0.735733,0.335,0.762834,0.009174,47252.29842,snicar
BB_070221_9,0.735733,0.345,0.76165,0.008682,47252.29842,snicar
BB_070221_9,0.735733,0.355,0.757209,0.009881,47252.29842,snicar
BB_070221_9,0.735733,0.365,0.752267,0.010415,47252.29842,snicar
BB_070221_9,0.735733,0.375,0.749915,0.0102,47252.29842,snicar
BB_070221_9,0.735733,0.385,0.748918,0.010143,47252.29842,snicar
BB_070221_9,0.735733,0.395,0.748355,0.012588,47252.29842,snicar
BB_070221_9,0.735733,0.405,0.747416,0.015893,47252.29842,snicar
BB_070221_9,0.735733,0.415,0.746509,0.016084,47252.29842,snicar
BB_070221_9,0.735733,0.425,0.746257,0.015245,47252.29842,snicar
BB_070221_9,0.735733,0.435,0.746003,0.01506,47252.29842,snicar
BB_070221_9,0.735733,0.445,0.746237,0.017869,47252.29842,snicar
BB_070221_9,0.735733,0.455,0.788448,0.019012,47252.29842,snicar
BB_070221_9,0.735733,0.465,0.890579,0.018616,47252.29842,snicar
BB_070221_9,0.735733,0.475,0.921542,0.018876,47252.29842,snicar
BB_070221_9,0.735733,0.485,0.92164,0.018035,47252.29842,snicar
BB_070221_9,0.735733,0.495,0.910896,0.017927,47252.29842,snicar
BB_070221_9,0.735733,0.505,0.895873,0.017297,47252.29842,snicar
BB_070221_9,0.735733,0.515,0.878649,0.016511,47252.29842,snicar
BB_070221_9,0.735733,0.525,0.873279,0.01657,47252.29842,snicar
BB_070221_9,0.735733,0.535,0.864208,0.016411,47252.29842,snicar
BB_070221_9,0.735733,0.545,0.849142,0.016239,47252.29842,snicar
BB_070221_9,0.735733,0.555,0.844681,0.016035,47252.29842,snicar
BB_070221_9,0.735733,0.565,0.844506,0.01527,47252.29842,snicar
BB_070221_9,0.735733,0.575,0.833975,0.015188,47252.29842,snicar
BB_070221_9,0.735733,0.585,0.809816,0.014878,47252.29842,snicar
BB_070221_9,0.735733,0.595,0.803129,0.014105,47252.29842,snicar
BB_070221_9,0.735733,0.605,0.802245,0.01458,47252.29842,snicar
BB_070221_9,0.735733,0.615,0.788331,0.014156,47252.29842,snicar
BB_070221_9,0.735733,0.625,0.773323,0.014035,47252.29842,snicar
BB_070221_9,0.735733,0.635,0.775351,0.013934,47252.29842,snicar
BB_070221_9,0.735733,0.645,0.783439,0.013401,47252.29842,snicar
BB_070221_9,0.735733,0.655,0.780331,0.012757,47252.29842,snicar
BB_070221_9,0.735733,0.665,0.74457,0.013333,47252.29842,snicar
BB_070221_9,0.735733,0.675,0.741853,0.013084,47252.29842,snicar
BB_070221_9,0.735733,0.685,0.745404,0.012032,47252.29842,snicar
BB_070221_9,0.735733,0.695,0.820071,0.01162,47252.29842,snicar
BB_070221_9,0.735733,0.705,0.887142,0.011774,47252.29842,snicar
BB_070221_9,0.735733,0.715,0.907942,0.010541,47252.29842,snicar
BB_070221_9,0.735733,0.725,0.923409,0.009135,47252.29842,snicar
BB_070221_9,0.735733,0.735,0.936192,0.010325,47252.29842,snicar
BB_070221_9,0.735733,0.745,0.941511,0.011193,47252.29842,snicar
BB_070221_9,0.735733,0.755,0.936509,0.01078,47252.29842,snicar
BB_070221_9,0.735733,0.765,0.930895,0.007335,47252.29842,snicar
BB_070221_9,0.735733,0.775,0.924712,0.010517,47252.29842,snicar
BB_070221_9,0.735733,0.785,0.919373,0.010064,47252.29842,snicar
BB_070221_9,0.735733,0.795,0.914761,0.009627,47252.29842,snicar
BB_070221_9,0.735733,0.805,0.911783,0.009443,47252.29842,snicar
BB_070221_9,0.735733,0.815,0.911106,0.007849,47252.29842,snicar
BB_070221_9,0.735733,0.825,0.910485,0.007817,47252.29842,snicar
BB_070221_9,0.735733,0.835,0.909841,0.008296,47252.29842,snicar
BB_070221_9,0.735733,0.845,0.905589,0.0087,47252.29842,snicar
BB_070221_9,0.735733,0.855,0.897335,0.008318,47252.29842,snicar
BB_070221_9,0.735733,0.865,0.888669,0.008484,47252.29842,snicar
BB_070221_9,0.735733,0.875,0.877262,0.008438,47252.29842,snicar
BB_070221_9,0.735733,0.885,0.866527,0.008212,47252.29842,snicar
BB_070221_9,0.735733,0.895,0.859887,0.006831,47252.29842,snicar
BB_070221_9,0.735733,0.905,0.856478,0.005883,47252.29842,snicar
BB_070221_9,0.735733,0.915,0.853699,0.005364,47252.29842,snicar
BB_070221_9,0.735733,0.925,0.848826,0.005787,47252.29842,snicar
BB_070221_9,0.735733,0.935,0.844863,0.002001,47252.29842,snicar
BB_070221_9,0.735733,0.945,0.839721,0.002568,47252.29842,snicar
BB_070221_9,0.735733,0.955,0.828153,0.002586,47252.29842,snicar
BB_070221_9,0.735733,0.965,0.811765,0.004163,47252.29842,snicar
BB_070221_9,0.735733,0.975,0.795492,0.005189,47252.29842,snicar
BB_070221_9,0.735733,0.985,0.779545,0.006031,47252.29842,snicar
BB_070221_9,0.735733,0.995,0.762266,0.006458,47252.29842,snicar
BB_070221_9,0.735733,1.005,0.74174,0.006286,47252.29842,snicar
BB_070221_9,0.735733,1.015,0.724518,0.006194,47252.29842,snicar
BB_070221_9,0.735733,1.025,0.717278,0.006061,47252.29842,snicar
BB_070221_9,0.735733,1.035,0.716099,0.005941,47252.29842,snicar
BB_070221_9,0.735733,1.045,0.721627,0.00581,47252.29842,snicar
BB_070221_9,0.735733,1.055,0.732504,0.005676,47252.29842,snicar
BB_070221_9,0.735733,1.065,0.742853,0.005523,47252.29842,snicar
BB_070221_9,0.735733,1.075,0.750432,0.005346,47252.29842,snicar
BB_070221_9,0.735733,1.085,0.753777,0.005032,47252.29842,snicar
BB_070221_9,0.735733,1.095,0.756129,0.004578,47252.29842,snicar
BB_070221_9,0.735733,1.105,0.756108,0.003696,47252.29842,snicar
BB_070221_9,0.735733,1.115,0.753382,0.001775,47252.29842,snicar
BB_070221_9,0.735733,1.125,0.746593,0.000814,47252.29842,snicar
BB_070221_9,0.735733,1.135,0.735665,0.001362,47252.29842,snicar
BB_070221_9,0.735733,1.145,0.730084,0.00159,47252.29842,snicar
BB_070221_9,0.735733,1.155,0.712455,0.001693,47252.29842,snicar
BB_070221_9,0.735733,1.165,0.682568,0.002935,47252.29842,snicar
BB_070221_9,0.735733,1.175,0.65392,0.003511,47252.29842,snicar
BB_070221_9,0.735733,1.185,0.627182,0.003394,47252.29842,snicar
BB_070221_9,0.735733,1.195,0.603891,0.003726,47252.29842,snicar
BB_070221_9,0.735733,1.205,0.573242,0.003583,47252.29842,snicar
BB_070221_9,0.735733,1.215,0.542144,0.003736,47252.29842,snicar
BB_070221_9,0.735733,1.225,0.521869,0.003883,47252.29842,snicar
BB_070221_9,0.735733,1.235,0.508962,0.004024,47252.29842,snicar
BB_070221_9,0.735733,1.245,0.49912,0.004011,47252.29842,snicar
BB_070221_9,0.735733,1.255,0.494667,0.0039,47252.29842,snicar
BB_070221_9,0.735733,1.265,0.49194,0.003475,47252.29842,snicar
BB_070221_9,0.735733,1.275,0.493147,0.003633,47252.29842,snicar
BB_070221_9,0.735733,1.285,0.4963,0.003587,47252.29842,snicar
BB_070221_9,0.735733,1.295,0.498153,0.003366,47252.29842,snicar
BB_070221_9,0.735733,1.305,0.500065,0.002852,47252.29842,snicar
BB_070221_9,0.735733,1.315,0.501576,0.002575,47252.29842,snicar
BB_070221_9,0.735733,1.325,0.501948,0.002095,47252.29842,snicar
BB_070221_9,0.735733,1.335,0.502525,0.001327,47252.29842,snicar
BB_070221_9,0.735733,1.345,0.499105,0.000642,47252.29842,snicar
BB_070221_9,0.735733,1.355,0.495883,0.000018,47252.29842,snicar
BB_070221_9,0.735733,1.365,0.49187,0.000002,47252.29842,snicar
BB_070221_9,0.735733,1.375,0.484062,0.000017,47252.29842,snicar
BB_070221_9,0.735733,1.385,0.471575,0.000014,47252.29842,snicar
BB_070221_9,0.735733,1.395,0.453097,0.000058,47252.29842,snicar
BB_070221_9,0.735733,1.405,0.388969,0.000013,47252.29842,snicar
BB_070221_9,0.735733,1.415,0.295572,0.000051,47252.29842,snicar
BB_070221_9,0.735733,1.425,0.209893,0.000149,47252.29842,snicar
BB_070221_9,0.735733,1.435,0.149454,0.000186,47252.29842,snicar
BB_070221_9,0.735733,1.445,0.110434,0.000412,47252.29842,snicar
BB_070221_9,0.735733,1.455,0.079262,0.000794,47252.29842,snicar
BB_070221_9,0.735733,1.465,0.057058,0.000623,47252.29842,snicar
BB_070221_9,0.735733,1.475,0.042557,0.000665,47252.29842,snicar
BB_070221_9,0.735733,1.485,0.037547,0.000798,47252.29842,snicar
BB_070221_9,0.735733,1.495,0.031881,0.001506,47252.29842,snicar
BB_070221_9,0.735733,1.505,0.033544,0.001824,47252.29842,snicar
BB_070221_9,0.735733,1.515,0.035774,0.002071,47252.29842,snicar
BB_070221_9,0.735733,1.525,0.038112,0.002273,47252.29842,snicar
BB_070221_9,0.735733,1.535,0.041413,0.002335,47252.29842,snicar
BB_070221_9,0.735733,1.545,0.045391,0.002343,47252.29842,snicar
BB_070221_9,0.735733,1.555,0.04992,0.002324,47252.29842,snicar
BB_070221_9,0.735733,1.565,0.055156,0.002279,47252.29842,snicar
BB_070221_9,0.735733,1.575,0.061456,0.002103,47252.29842,snicar
BB_070221_9,0.735733,1.585,0.068853,0.002175,47252.29842,snicar
BB_070221_9,0.735733,1.595,0.074472,0.002157,47252.29842,snicar
BB_070221_9,0.735733,1.605,0.079851,0.002012,47252.29842,snicar
BB_070221_9,0.735733,1.615,0.085217,0.00204,47252.29842,snicar
BB_070221_9,0.735733,1.625,0.088515,0.002077,47252.29842,snicar
BB_070221_9,0.735733,1.635,0.091938,0.002021,47252.29842,snicar
BB_070221_9,0.735733,1.645,0.095548,0.001948,47252.29842,snicar
BB_070221_9,0.735733,1.655,0.099834,0.001932,47252.29842,snicar
BB_070221_9,0.735733,1.665,0.104932,0.001898,47252.29842,snicar
BB_070221_9,0.735733,1.675,0.110429,0.001853,47252.29842,snicar
BB_070221_9,0.735733,1.685,0.115817,0.001804,47252.29842,snicar
BB_070221_9,0.735733,1.695,0.121049,0.001747,47252.29842,snicar
BB_070221_9,0.735733,1.705,0.126263,0.001673,47252.29842,snicar
BB_070221_9,0.735733,1.715,0.131512,0.001656,47252.29842,snicar
BB_070221_9,0.735733,1.725,0.137027,0.001521,47252.29842,snicar
BB_070221_9,0.735733,1.735,0.141731,0.001411,47252.29842,snicar
BB_070221_9,0.735733,1.745,0.145374,0.001332,47252.29842,snicar
BB_070221_9,0.735733,1.755,0.149196,0.001316,47252.29842,snicar
BB_070221_9,0.735733,1.765,0.152453,0.001078,47252.29842,snicar
BB_070221_9,0.735733,1.775,0.155244,0.000919,47252.29842,snicar
BB_070221_9,0.735733,1.785,0.158096,0.000635,47252.29842,snicar
BB_070221_9,0.735733,1.795,0.160911,0.000432,47252.29842,snicar
BB_070221_9,0.735733,1.805,0.164258,0.000126,47252.29842,snicar
BB_070221_9,0.735733,1.815,0.16804,0.00005,47252.29842,snicar
BB_070221_9,0.735733,1.825,0.172072,0.000013,47252.29842,snicar
BB_070221_9,0.735733,1.835,0.173931,0.000015,47252.29842,snicar
BB_070221_9,0.735733,1.845,0.172307,0.000001,47252.29842,snicar
BB_070221_9,0.735733,1.855,0.167508,0.000003,47252.29842,snicar
BB_070221_9,0.735733,1.865,0.154039,0.000001,47252.29842,snicar
BB_070221_9,0.735733,1.875,0.13058,0.000002,47252.29842,snicar
BB_070221_9,0.735733,1.885,0.106862,0.000018,47252.29842,snicar
BB_070221_9,0.735733,1.895,0.081704,0.000103,47252.29842,snicar
BB_070221_9,0.735733,1.905,0.060263,0.000005,47252.29842,snicar
BB_070221_9,0.735733,1.915,0.040242,0.000012,47252.29842,snicar
BB_070221_9,0.735733,1.925,0.028378,0.000006,47252.29842,snicar
BB_070221_9,0.735733,1.935,0.019753,0.000038,47252.29842,snicar
BB_070221_9,0.735733,1.945,0.014579,0.000076,47252.29842,snicar
BB_070221_9,0.735733,1.955,0.011425,0.000129,47252.29842,snicar
BB_070221_9,0.735733,1.965,0.009501,0.000225,47252.29842,snicar
BB_070221_9,0.735733,1.975,0.008505,0.000462,47252.29842,snicar
BB_070221_9,0.735733,1.985,0.008026,0.000603,47252.29842,snicar
BB_070221_9,0.735733,1.995,0.007971,0.000566,47252.29842,snicar
BB_070221_9,0.735733,2.005,0.008175,0.000254,47252.29842,snicar
BB_070221_9,0.735733,2.015,0.008654,0.000292,47252.29842,snicar
BB_070221_9,0.735733,2.025,0.009246,0.00057,47252.29842,snicar
BB_070221_9,0.735733,2.035,0.009969,0.000768,47252.29842,snicar
BB_070221_9,0.735733,2.045,0.010975,0.000749,47252.29842,snicar
BB_070221_9,0.735733,2.055,0.012481,0.000538,47252.29842,snicar
BB_070221_9,0.735733,2.065,0.014381,0.000556,47252.29842,snicar
BB_070221_9,0.735733,2.075,0.017065,0.000657,47252.29842,snicar
BB_070221_9,0.735733,2.085,0.020438,0.000755,47252.29842,snicar
BB_070221_9,0.735733,2.095,0.024868,0.000756,47252.29842,snicar
BB_070221_9,0.735733,2.105,0.030718,0.000782,47252.29842,snicar
BB_070221_9,0.735733,2.115,0.036717,0.000762,47252.29842,snicar
BB_070221_9,0.735733,2.125,0.044626,0.000768,47252.29842,snicar
BB_070221_9,0.735733,2.135,0.053347,0.000774,47252.29842,snicar
BB_070221_9,0.735733,2.145,0.062368,0.000772,47252.29842,snicar
BB_070221_9,0.735733,2.155,0.071762,0.000713,47252.29842,snicar
BB_070221_9,0.735733,2.165,0.080867,0.000681,47252.29842,snicar
BB_070221_9,0.735733,2.175,0.090039,0.000698,47252.29842,snicar
BB_070221_9,0.735733,2.185,0.098759,0.000659,47252.29842,snicar
BB_070221_9,0.735733,2.195,0.106905,0.000671,47252.29842,snicar
BB_070221_9,0.735733,2.205,0.114016,0.000656,47252.29842,snicar
BB_070221_9,0.735733,2.215,0.12191,0.000669,47252.29842,snicar
BB_070221_9,0.735733,2.225,0.129016,0.000671,47252.29842,snicar
BB_070221_9,0.735733,2.235,0.134977,0.000668,47252.29842,snicar
BB_070221_9,0.735733,2.245,0.139191,0.000657,47252.29842,snicar
BB_070221_9,0.735733,2.255,0.138306,0.000646,47252.29842,snicar
BB_070221_9,0.735733,2.265,0.13546,0.000636,47252.29842,snicar
BB_070221_9,0.735733,2.275,0.129197,0.000627,47252.29842,snicar
BB_070221_9,0.735733,2.285,0.121515,0.000617,47252.29842,snicar
BB_070221_9,0.735733,2.295,0.112495,0.000605,47252.29842,snicar
BB_070221_9,0.735733,2.305,0.102838,0.000588,47252.29842,snicar
BB_070221_9,0.735733,2.315,0.093857,0.000561,47252.29842,snicar
BB_070221_9,0.735733,2.325,0.085572,0.000503,47252.29842,snicar
BB_070221_9,0.735733,2.335,0.078526,0.000507,47252.29842,snicar
BB_070221_9,0.735733,2.345,0.072467,0.00044,47252.29842,snicar
BB_070221_9,0.735733,2.355,0.067779,0.000434,47252.29842,snicar
BB_070221_9,0.735733,2.365,0.064137,0.000422,47252.29842,snicar
BB_070221_9,0.735733,2.375,0.061452,0.000335,47252.29842,snicar
BB_070221_9,0.735733,2.385,0.059543,0.000286,47252.29842,snicar
BB_070221_9,0.735733,2.395,0.057972,0.000345,47252.29842,snicar
BB_070221_9,0.735733,2.405,0.056701,0.000308,47252.29842,snicar
BB_070221_9,0.735733,2.415,0.055641,0.000194,47252.29842,snicar
BB_070221_9,0.735733,2.425,0.054767,0.000288,47252.29842,snicar
BB_070221_9,0.735733,2.435,0.053765,0.00022,47252.29842,snicar
BB_070221_9,0.735733,2.445,0.052648,0.000233,47252.29842,snicar
BB_070221_9,0.735733,2.455,0.051607,0.00014,47252.29842,snicar
BB_070221_9,0.735733,2.465,0.050685,0.000207,47252.29842,snicar
BB_070221_9,0.735733,2.475,0.049867,0.000099,47252.29842,snicar
BB_070221_9,0.735733,2.485,0.049097,0.000072,47252.29842,snicar
BB_070221_9,0.735733,2.495,0.048357,0.000039,47252.29842,snicar
BB_070221_9,0.735733,2.505,0.048023,0.000028,47252.29842,snicar
BB_070221_9,0.735733,2.515,0.048094,0.000012,47252.29842,snicar
BB_070221_9,0.735733,2.525,0.048511,0.000005,47252.29842,snicar
BB_070221_9,0.735733,2.535,0.049243,0,47252.29842,snicar
BB_070221_9,0.735733,2.545,0.049975,0,47252.29842,snicar
BB_070221_9,0.735733,2.555,0.051134,0,47252.29842,snicar
BB_070221_9,0.735733,2.565,0.052712,0,47252.29842,snicar
BB_070221_9,0.735733,2.575,0.053821,0,47252.29842,snicar
BB_070221_9,0.735733,2.585,0.054563,0,47252.29842,snicar
BB_070221_9,0.735733,2.595,0.054635,0,47252.29842,snicar
BB_070221_9,0.735733,2.605,0.053878,0,47252.29842,snicar
BB_070221_9,0.735733,2.615,0.052576,0,47252.29842,snicar
BB_070221_9,0.735733,2.625,0.04876,0,47252.29842,snicar
BB_070221_9,0.735733,2.635,0.043342,0,47252.29842,snicar
BB_070221_9,0.735733,2.645,0.038965,0,47252.29842,snicar
BB_070221_9,0.735733,2.655,0.034951,0,47252.29842,snicar
BB_070221_9,0.735733,2.665,0.032303,0,47252.29842,snicar
BB_070221_9,0.735733,2.675,0.029705,0,47252.29842,snicar
BB_070221_9,0.735733,2.685,0.021139,0,47252.29842,snicar
BB_070221_9,0.735733,2.695,0.016067,0,47252.29842,snicar
BB_070221_9,0.735733,2.705,0.012791,0,47252.29842,snicar
BB_070221_9,0.735733,2.715,0.010557,0,47252.29842,snicar
BB_070221_9,0.735733,2.725,0.008964,0,47252.29842,snicar
BB_070221_9,0.735733,2.735,0.005231,0,47252.29842,snicar
BB_070221_9,0.735733,2.745,0.003923,0,47252.29842,snicar
BB_070221_9,0.735733,2.755,0.003368,0,47252.29842,snicar
BB_070221_9,0.735733,2.765,0.0031,0,47252.29842,snicar
BB_070221_9,0.735733,2.775,0.002956,0,47252.29842,snicar
BB_070221_9,0.735733,2.785,0.002789,0,47252.29842,snicar
BB_070221_9,0.735733,2.795,0.002695,0,47252.29842,snicar
BB_070221_9,0.735733,2.805,0.002645,0,47252.29842,snicar
BB_070221_9,0.735733,2.815,0.002621,0,47252.29842,snicar
BB_070221_9,0.735733,2.825,0.002629,0,47252.29842,snicar
BB_070221_9,0.735733,2.835,0.002686,0,47252.29842,snicar
BB_070221_9,0.735733,2.845,0.002854,0.000001,47252.29842,snicar
BB_070221_9,0.735733,2.855,0.003222,0.000001,47252.29842,snicar
BB_070221_9,0.735733,2.865,0.003758,0.000002,47252.29842,snicar
BB_070221_9,0.735733,2.875,0.004475,0.000006,47252.29842,snicar
BB_070221_9,0.735733,2.885,0.005207,0.000004,47252.29842,snicar
BB_070221_9,0.735733,2.895,0.005945,0.000034,47252.29842,snicar
BB_070221_9,0.735733,2.905,0.00657,0.000005,47252.29842,snicar
BB_070221_9,0.735733,2.915,0.007133,0.000012,47252.29842,snicar
BB_070221_9,0.735733,2.925,0.007505,0.000023,47252.29842,snicar
BB_070221_9,0.735733,2.935,0.007857,0.000036,47252.29842,snicar
BB_070221_9,0.735733,2.945,0.008066,0.000012,47252.29842,snicar
BB_070221_9,0.735733,2.955,0.008301,0.000033,47252.29842,snicar
BB_070221_9,0.735733,2.965,0.008553,0.000055,47252.29842,snicar
BB_070221_9,0.735733,2.975,0.008842,0.000011,47252.29842,snicar
BB_070221_9,0.735733,2.985,0.00914,0.000049,47252.29842,snicar
BB_070221_9,0.735733,2.995,0.009491,0.00005,47252.29842,snicar
BB_070221_9,0.735733,3.005,0.009844,0.000026,47252.29842,snicar
BB_070221_9,0.735733,3.015,0.010195,0.000027,47252.29842,snicar
BB_070221_9,0.735733,3.025,0.01054,0.00003,47252.29842,snicar
BB_070221_9,0.735733,3.035,0.010879,0.000014,47252.29842,snicar
BB_070221_9,0.735733,3.045,0.011192,0.000022,47252.29842,snicar
BB_070221_9,0.735733,3.055,0.011502,0.000013,47252.29842,snicar
BB_070221_9,0.735733,3.065,0.011551,0.00004,47252.29842,snicar
BB_070221_9,0.735733,3.075,0.011554,0.000031,47252.29842,snicar
BB_070221_9,0.735733,3.085,0.011367,0.000023,47252.29842,snicar
BB_070221_9,0.735733,3.095,0.011196,0.000026,47252.29842,snicar
BB_070221_9,0.735733,3.105,0.010934,0.00002,47252.29842,snicar
BB_070221_9,0.735733,3.115,0.010709,0.000035,47252.29842,snicar
BB_070221_9,0.735733,3.125,0.010538,0.000042,47252.29842,snicar
BB_070221_9,0.735733,3.135,0.010396,0.000041,47252.29842,snicar
BB_070221_9,0.735733,3.145,0.010245,0.000045,47252.29842,snicar
BB_070221_9,0.735733,3.155,0.01012,0.000058,47252.29842,snicar
BB_070221_9,0.735733,3.165,0.00993,0.000092,47252.29842,snicar
BB_070221_9,0.735733,3.175,0.009768,0.000113,47252.29842,snicar
BB_070221_9,0.735733,3.185,0.009532,0.000083,47252.29842,snicar
BB_070221_9,0.735733,3.195,0.009321,0.00003,47252.29842,snicar
BB_070221_9,0.735733,3.205,0.009076,0.000005,47252.29842,snicar
BB_070221_9,0.735733,3.215,0.008844,0.000008,47252.29842,snicar
BB_070221_9,0.735733,3.225,0.008636,0.000014,47252.29842,snicar
BB_070221_9,0.735733,3.235,0.008432,0.000026,47252.29842,snicar
BB_070221_9,0.735733,3.245,0.008256,0.000041,47252.29842,snicar
BB_070221_9,0.735733,3.255,0.008086,0.000034,47252.29842,snicar
BB_070221_9,0.735733,3.265,0.007899,0.000027,47252.29842,snicar
BB_070221_9,0.735733,3.275,0.007711,0.000036,47252.29842,snicar
BB_070221_9,0.735733,3.285,0.00754,0.00005,47252.29842,snicar
BB_070221_9,0.735733,3.295,0.007379,0.00001,47252.29842,snicar
BB_070221_9,0.735733,3.305,0.007228,0.000051,47252.29842,snicar
BB_070221_9,0.735733,3.315,0.007084,0.00002,47252.29842,snicar
BB_070221_9,0.735733,3.325,0.006941,0.000041,47252.29842,snicar
BB_070221_9,0.735733,3.335,0.006801,0.000052,47252.29842,snicar
BB_070221_9,0.735733,3.345,0.006662,0.000047,47252.29842,snicar
BB_070221_9,0.735733,3.355,0.006524,0.000048,47252.29842,snicar
BB_070221_9,0.735733,3.365,0.006386,0.00006,47252.29842,snicar
BB_070221_9,0.735733,3.375,0.006252,0.000069,47252.29842,snicar
BB_070221_9,0.735733,3.385,0.00612,0.000079,47252.29842,snicar
BB_070221_9,0.735733,3.395,0.005992,0.000111,47252.29842,snicar
BB_070221_9,0.735733,3.405,0.005869,0.000069,47252.29842,snicar
BB_070221_9,0.735733,3.415,0.005748,0.000109,47252.29842,snicar
BB_070221_9,0.735733,3.425,0.005633,0.000121,47252.29842,snicar
BB_070221_9,0.735733,3.435,0.005519,0.000113,47252.29842,snicar
BB_070221_9,0.735733,3.445,0.005412,0.000109,47252.29842,snicar
BB_070221_9,0.735733,3.455,0.005307,0.000103,47252.29842,snicar
BB_070221_9,0.735733,3.465,0.005206,0.000122,47252.29842,snicar
BB_070221_9,0.735733,3.475,0.005113,0.000112,47252.29842,snicar
BB_070221_9,0.735733,3.485,0.005028,0.000111,47252.29842,snicar
BB_070221_9,0.735733,3.495,0.00495,0.000111,47252.29842,snicar
BB_070221_9,0.735733,3.505,0.004884,0.00011,47252.29842,snicar
BB_070221_9,0.735733,3.515,0.00483,0.000104,47252.29842,snicar
BB_070221_9,0.735733,3.525,0.004791,0.0001,47252.29842,snicar
BB_070221_9,0.735733,3.535,0.004773,0.000095,47252.29842,snicar
BB_070221_9,0.735733,3.545,0.004766,0.000091,47252.29842,snicar
BB_070221_9,0.735733,3.555,0.004784,0.000088,47252.29842,snicar
BB_070221_9,0.735733,3.565,0.004807,0.00009,47252.29842,snicar
BB_070221_9,0.735733,3.575,0.004834,0.000092,47252.29842,snicar
BB_070221_9,0.735733,3.585,0.004886,0.000089,47252.29842,snicar
BB_070221_9,0.735733,3.595,0.004965,0.000088,47252.29842,snicar
BB_070221_9,0.735733,3.605,0.005079,0.000092,47252.29842,snicar
BB_070221_9,0.735733,3.615,0.005234,0.000091,47252.29842,snicar
BB_070221_9,0.735733,3.625,0.005424,0.000088,47252.29842,snicar
BB_070221_9,0.735733,3.635,0.005467,0.000093,47252.29842,snicar
BB_070221_9,0.735733,3.645,0.00552,0.000103,47252.29842,snicar
BB_070221_9,0.735733,3.655,0.005581,0.000092,47252.29842,snicar
BB_070221_9,0.735733,3.665,0.005652,0.000069,47252.29842,snicar
BB_070221_9,0.735733,3.675,0.005734,0.000064,47252.29842,snicar
BB_070221_9,0.735733,3.685,0.005826,0.000072,47252.29842,snicar
BB_070221_9,0.735733,3.695,0.005931,0.00009,47252.29842,snicar
BB_070221_9,0.735733,3.705,0.006047,0.000087,47252.29842,snicar
BB_070221_9,0.735733,3.715,0.006176,0.000085,47252.29842,snicar
BB_070221_9,0.735733,3.725,0.00632,0.000084,47252.29842,snicar
BB_070221_9,0.735733,3.735,0.006404,0.000079,47252.29842,snicar
BB_070221_9,0.735733,3.745,0.006324,0.000079,47252.29842,snicar
BB_070221_9,0.735733,3.755,0.006248,0.000079,47252.29842,snicar
BB_070221_9,0.735733,3.765,0.006174,0.000077,47252.29842,snicar
BB_070221_9,0.735733,3.775,0.006101,0.000077,47252.29842,snicar
BB_070221_9,0.735733,3.785,0.005919,0.000077,47252.29842,snicar
